name,cr,type,size,ac,hp,align,legendary,str,dex,con,int,wis,cha,Action,Speed_Scraped,Skill,XP
flesh-golem,5,construct,Medium,9,93,neutral,,19,9,18,6,10,5,"Multiattack. The golem makes two slam attacks.Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.A flesh golem is a grisly assortment of humanoid body parts stitched and bolted together into a muscled brute imbued with formidable strength. Powerful enchantments protect it, deflecting spells and all but the most potent weapons.Monster Manual (SRD)",30 ft.,,1800
flind,9,humanoid (gnoll),Medium,16,127,chaotic evil,,20,10,19,11,13,12,"Multiattack. The flind makes one Flail of Chaos attack, one Flail of Pain attack, and one Flail of Paralysis attack, or it makes three Longbow attacks.Flail of Chaos. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 10 (1d10 + 5) bludgeoning damage, and the target must make a DC 16 Wisdom saving throw. On a failed save, the target must use its reaction, if available, to make one mele",30 ft.,"Intimidation +5, Perception +5",5000
steam-mephit,1,elemental,Small,10,21,neutral evil,,5,11,10,11,10,12,"Claws. Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 2 (1d4) slashing damage plus 2 (1d4) fire damage.Steam Breath (Recharge 6). The mephit exhales a 15-foot cone of scalding steam. Each creature in that area must succeed on a DC 10 Dexterity saving throw, taking 4 (1d8) fire damage on a failed save, or half as much damage on a successful one.Monster Manual (SRD)","30 ft., fly 30 ft.",,50
ape,1,beast,Medium,12,19,unaligned,,16,14,14,6,12,7,"Multiattack. The ape makes two fist attacks.Fist. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage.Rock. Ranged Weapon Attack: +5 to hit, range 25/50 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage.Monster Manual (SRD)","30 ft., climb 30 ft.","Athletics +5, Perception +3",100
axe-beak,1,beast,Large,11,19,unaligned,,14,12,12,2,10,5,"Beak. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage.An axe beak is a tall flightless bird with strong legs, a wedge-shaped beak, and a nasty disposition.Monster Manual (SRD)",50 ft.,,50
frog,0,beast,Tiny,11,1,unaligned,,1,13,8,1,8,3,,"20 ft., swim 20 ft.","Perception +1, Stealth +3",0
froghemoth,10,monstrosity,Huge,14,184,unaligned,,23,13,20,2,12,5,"Multiattack. The froghemoth makes one Bite attack and two Tentacle attacks, and it can use Tongue.Bite. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 22 (3d10 + 6) piercing damage, and the target is swallowed if it is a Medium or smaller creature. A swallowed creature is blinded and restrained, has total cover against attacks and other effects outside the froghemoth, and takes 10 ","30 ft., swim 30 ft.","Perception +9, Stealth +5",5900
frost-giant,8,giant,Huge,15,138,neutral evil,,23,9,21,9,10,12,"Multiattack. The giant makes two greataxe attacks.Greataxe. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 25 (3d12 + 6) slashing damage.Rock. Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.Frost giants are creatures of ice and snow, with hair and beards of pale white or light blue, and flesh as blue as glacial ice. They respect",40 ft.,"Athletics +9, Perception +3",3900
galeb-duhr,6,elemental,Medium,16,85,neutral,,20,14,20,11,12,11,"Slam. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) bludgeoning damage.Animate Boulders (1/Day). The galeb duhr magically animates up to two boulders it can see within 60 feet of it. A boulder has statistics like those of a galeb duhr, except it has Intelligence 1 and Charisma 1, it can't be charmed or frightened, and it lacks this action option. A boulder remains anim","15 ft. (30 ft. when rolling, 60 ft. rolling downhill)",,2300
gargoyle,2,elemental,Medium,15,52,chaotic evil,,15,11,16,6,11,7,"Multiattack. The gargoyle makes two attacks: one with its bite and one with its claws.Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage.These malevolent creatures of elemental earth resemble grotesque, fiendish statues. A gargoyle lurks among masonry and ru","30 ft., fly 60 ft.",,450
black-bear,1,beast,Medium,11,19,unaligned,,15,10,14,2,12,7,"Multiattack. The bear makes two attacks: one with its bite and one with its claws.Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) slashing damage.Monster Manual (SRD)","40 ft., climb 30 ft.",Perception +3,100
gauth,6,aberration,Medium,15,67,lawful evil,,10,14,16,15,15,13,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 9 (2d8) piercing damage.Eye Rays. The gauth shoots three of the following magical eye rays at random (roll three d6s, and reroll duplicates), targeting one to three creatures it can see within 120 feet of it: 1- Devour Magic Ray. The target must succeed on a DC 14 Dexterity saving throw or have one of its magic items lose all magi","0 ft., fly 20 ft. (hover)",Perception +5,2300
crocodile,1,beast,Large,12,19,unaligned,,15,10,13,2,10,5,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target is grappled (escape DC 12). Until this grapple ends, the target is restrained, and the crocodile can't bite another target.Monster Manual (SRD)","20 ft., swim 30 ft.",Stealth +2,100
gelatinous-cube,2,ooze,Large,6,84,unaligned,,14,3,20,1,6,1,"Pseudopod. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 10 (3d6) acid damage.Engulf. The cube moves up to its speed. While doing so, it can enter Large or smaller creatures' spaces. Whenever the cube enters a creature's space, the creature must make a DC 12 Dexterity saving throw. On a successful save, the creature can choose to be pushed 5 feet back or to the side of the cube. ",15 ft.,,450
ghast,2,undead,Medium,13,36,chaotic evil,,16,17,10,11,10,8,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 12 (2d8 + 3) piercing damage.Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a creature other than an undead, it must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turn",30 ft.,,450
ghost,4,undead,Medium,11,45,any alignment,,7,13,10,10,12,17,"Withering Touch. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 17 (4d6 + 3) necrotic damage.Etherealness. The ghost enters the Ethereal Plane from the Material Plane, or vice versa. It is visible on the Material Plane while it is in the Border Ethereal, and vice versa, yet it can't affect or be affected by anything on the other plane.Horrifying Visage. Each non-undead creature with","0 ft., fly 40 ft. (hover)",,1100
ghoul,1,undead,Medium,12,22,chaotic evil,,13,15,10,7,10,6,"Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 9 (2d6 + 2) piercing damage.Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) slashing damage. If the target is a creature other than an elf or undead, it must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its",30 ft.,,200
giant-ape,7,beast,Huge,12,157,unaligned,,23,14,18,7,12,7,"Multiattack. The ape makes two fist attacks.Fist. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 22 (3d10 + 6) bludgeoning damage.Rock. Ranged Weapon Attack: +9 to hit, range 50/100 ft., one target. Hit: 30 (7d6 + 6) bludgeoning damage.Monster Manual (SRD)","40 ft., climb 40 ft.","Athletics +9, Perception +4",2900
draft-horse,1,beast,Large,10,19,unaligned,,18,10,12,2,11,7,"Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) bludgeoning damage.Monster Manual (SRD)",40 ft.,,50
giant-boar,2,beast,Large,12,42,unaligned,,17,10,16,2,7,5,,40 ft.,,450
giant-goat,1,beast,Large,11,19,unaligned,,17,11,12,3,12,6,,40 ft.,,100
giant-constrictor-snake,2,beast,Huge,12,60,unaligned,,19,14,12,1,10,3,"Bite. Melee Weapon Attack: +6 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage.Constrict. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 13 (2d8 + 4) bludgeoning damage, and the target is grappled (escape DC 16). Until this grapple ends, the creature is restrained, and the snake can't constrict another target.Monster Manual (SRD)","30 ft., swim 30 ft.",Perception +2,450
giant-lizard,1,beast,Large,12,19,unaligned,,15,12,13,2,10,5,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage.Giant lizards are fearsome predators often used as mounts or draft animals by reptilian humanoids and residents of the Underdark.Monster Manual (SRD)","30 ft., climb 30 ft.",,50
giant-crocodile,5,beast,Huge,14,85,unaligned,,21,9,17,2,10,7,"Multiattack. The crocodile makes two attacks: one with its bite and one with its tail.Bite. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 21 (3d10 + 5) piercing damage, and the target is grappled (escape DC 16). Until this grapple ends, the target is restrained, and the crocodile can't bite another target.Tail. Melee Weapon Attack: +8 to hit, reach 10 ft., one target not grappled b","30 ft., swim 50 ft.",Stealth +5,1800
giant-eagle,1,beast,Large,13,26,neutral good,,16,17,13,8,14,10,"Multiattack. The eagle makes two attacks: one with its beak and one with its talons.Beak. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.Talons. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.A giant eagle is a noble creature that speaks its own language and understands some speech.Monster Manual (SRD)","10 ft., fly 80 ft.",Perception +4,200
giant-elk,2,beast,Huge,14,42,unaligned,,19,16,14,7,14,10,,60 ft.,Perception +4,450
giant-fire-beetle,0,beast,Small,13,4,unaligned,,8,10,12,1,7,3,"Bite. Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 2 (1d6 - 1) slashing damage.A giant fire beetle is a nocturnal creature that features a pair of glowing glands that give off light for 1d6 days after the beetle dies.Monster Manual (SRD)",30 ft.,,10
giant-owl,1,beast,Large,12,19,neutral,,13,15,12,8,13,10,,"5 ft., fly 60 ft.","Perception +5, Stealth +4",50
giant-two-headed-goat,1,beast,Large,11,19,unaligned,,17,11,12,3,12,6,"Multiattack. The two-headed goat makes two ram attacks. These attacks must be against different targets.Ram. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (2d4 + 3) bludgeoning damage.Extra (Adventurers League)",40 ft.,,100
giant-hyena,1,beast,Large,12,45,unaligned,,16,14,14,2,12,7,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.Monster Manual (SRD)",50 ft.,Perception +3,200
mummified-warrior,1,undead,Medium,8,19,neutral,,13,6,14,8,6,8,"Spear. Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.The mummified warriors are the result of an experiment carried out by the necromancer Arach.Extra (AideDD)",20 ft.,,50
giant-octopus,1,beast,Large,11,52,unaligned,,17,13,13,4,10,4,,"10 ft., swim 60 ft.","Perception +4, Stealth +5",200
warhorse,1,beast,Large,11,19,unaligned,,18,12,13,2,12,7,"Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.Monster Manual (SRD)",60 ft.,,100
giant-scorpion,3,beast,Large,15,52,unaligned,,15,13,15,1,9,3,"Multiattack. The scorpion makes three attacks: two with its claws and one with its sting.Claw. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) bludgeoning damage, and the target is grappled (escape DC 12). The scorpion has two claws, each of which can grapple only one target.Sting. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damag",40 ft.,,700
dretch,1,fiend (demon),Small,11,18,chaotic evil,,11,11,12,5,8,3,"Multiattack. The dretch makes two attacks: one with its bite and one with its claws.Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) piercing damage.Claws. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 5 (2d4) slashing damage.Fetid Cloud (1/Day). A 10-foot radius of disgusting green gas extends out from the dretch. The gas spreads around corners, and its ",20 ft.,,50
giant-shark,5,beast,Huge,13,126,unaligned,,23,11,21,1,10,5,"Bite. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 22 (3d10 + 6) piercing damage.A giant shark is 30 feet long and normally found in deep oceans.Monster Manual (SRD)","0 ft., swim 50 ft.",Perception +3,1800
giant-spider,1,beast,Large,14,26,unaligned,,14,16,12,2,11,4,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 7 (1d8 + 3) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 9 (2d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyz","30 ft., climb 30 ft.",Stealth +7,200
giant-toad,1,beast,Large,11,39,unaligned,,15,13,13,2,10,3,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 5 (1d10) poison damage, and the target is grappled (escape DC 13). Until this grapple ends, the target is restrained, and the toad can't bite another target.Swallow. The toad makes one bite attack against a Medium or smaller target it is grappling. If the attack hits, the target is swallowed, and ","20 ft., swim 40 ft.",,200
giant-frog,1,beast,Medium,11,18,unaligned,,12,13,11,2,10,3,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage, and the target is grappled (escape DC 11). Until this grapple ends, the target is restrained, and the frog can't bite another target.Swallow. The frog makes one bite attack against a Small or smaller target it is grappling. If the attack hits, the target is swallowed, and the grapple ends. The swallowe","30 ft., swim 30 ft.","Perception +2, Stealth +3",50
giant-vulture,1,beast,Large,10,22,neutral evil,,15,10,15,6,12,7,"Multiattack. The vulture makes two attacks: one with its beak and one with its talons.Beak. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage.Talons. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage.A giant vulture has advanced intelligence and a malevolent bent.Monster Manual (SRD)","10 ft., fly 60 ft.",Perception +3,200
jackalwere,1,humanoid (shapechanger),Medium,12,18,chaotic evil,,11,15,11,13,11,10,"Bite (Jackal or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.Scimitar (Human or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage.Sleep Gaze. The jackalwere gazes at one creature it can see within 30 feet of it. The target must make a DC 10 Wisdom saving throw. On a failed sav",40 ft.,"Deception +4, Perception +2, Stealth +4Immunities bludgeoning, piercing, and slashing",100
kuo-toa,1,humanoid (kuo-toa),Medium,13,18,neutral evil,,13,10,11,11,10,8,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) piercing damage.Spear. Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.Net. Ranged Weapon Attack: +3 to hit, range 5/15 ft., one Large or smaller creature. Hit: The target","30 ft., swim 30 ft.",Perception +4,50
gibbering-mouther,2,aberration,Medium,9,67,neutral,,10,8,16,3,10,6,"until the start of its next turn and rolls a d8 to determine what it does during its turn. On a 1 to 4, the creature does nothing. On a 5 or 6, the creature takes no action or bonus action and uses all its movement to move in a randomly determined direction. On a 7 or 8, the creature makes a melee attack against a randomly determined creature within its reach or does nothing if it can't make such ","10 ft., swim 10 ft.",,450
glabrezu,9,fiend (demon),Large,17,157,chaotic evil,,20,15,21,19,17,16,"Multiattack. The glabrezu makes four attacks: two with its pincers and two with its fists. Alternatively, it makes two attacks with its pincers and casts one spell.Pincer. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage. If the target is a Medium or smaller creature, it is grappled (escape DC 15). The glabrezu has two pincers, each of which can grapp",40 ft.,,5000
gladiator,5,humanoid (any race),Medium,16,112,any alignment,,18,15,16,10,12,15,"Multiattack. The gladiator makes three melee attacks or two ranged attacks.Spear. Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. and range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage, or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack.Shield Bash. Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 9 (2d4 + 4) bludgeoning damage. If the ta",30 ft.,"Athletics +10, Intimidation +5",1800
violet-fungus,1,plant,Medium,5,18,unaligned,,3,1,10,1,3,1,"Multiattack. The fungus makes 1d4 Rotting Touch attacks.Rotting Touch. Melee Weapon Attack: +2 to hit, reach 10 ft., one creature. Hit: 4 (1d8) necrotic damage.Monster Manual (SRD)",5 ft.,,50
gnoll-pack-lord,2,humanoid (gnoll),Medium,15,49,chaotic evil,,16,14,13,8,11,9,"Multiattack. The gnoll makes two attacks, either with its glaive or its longbow, and uses its Incite Rampage if it can.Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 5 (1d4 + 3) piercing damage.Glaive. Melee Weapon Attack: +5 to hit, reach 10 ft., one target. Hit: 8 (1d10 + 3) slashing damage.Longbow. Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d",30 ft.,,450
dust-mephit,1,elemental,Small,12,17,neutral evil,,5,14,10,9,11,10,"Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) slashing damage.Blinding Breath (Recharge 6). The mephit exhales a 15-foot cone of blinding dust. Each creature in that area must succeed on a DC 10 Dexterity saving throw or be blinded for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.Mons","30 ft., fly 30 ft.","Perception +2, Stealth +4",100
goat,0,beast,Medium,10,4,unaligned,,12,10,11,2,10,5,,40 ft.,,10
flying-sword,1,construct,Small,17,17,unaligned,,12,15,11,1,5,1,,"0 ft., fly 50 ft. (hover)",,50
gold-dragon-wyrmling,3,dragon,Medium,17,60,lawful good,,19,14,17,14,11,16,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (1d10 + 4) piercing damage.Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.Fire Breath. The dragon exhales fire in a 15-foot cone. Each creature in that area must make a DC 13 Dexterity saving throw, taking 22 (4d10) fire damage on a failed save, or half as much damage on a successful one.Weake","30 ft., fly 60 ft., swim 30 ft.","Perception +4, Stealth +4",700
gorgon,5,monstrosity,Large,19,114,unaligned,,20,11,18,2,12,7,"Gore. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 18 (2d12 + 5) piercing damage.Hooves. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage.Petrifying Breath (Recharge 5-6). The gorgon exhales petrifying gas in a 30-foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw. On a failed save, a target begins ",40 ft.,Perception +4,1800
green-dragon-wyrmling,2,dragon,Medium,17,38,lawful evil,,15,12,13,14,11,13,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 3 (1d6) poison damage.Poison Breath (Recharge 5-6). The dragon exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 11 Constitution saving throw, taking 21 (6d6) poison damage on a failed save, or half as much damage on a successful one.Monster Manual (SRD)","30 ft., fly 60 ft., swim 30 ft.","Perception +4, Stealth +3",450
green-hag,3,fey,Medium,17,82,neutral evil,,18,12,16,13,14,14,"Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.Illusory Appearance. The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like another creature of her general size and humanoid shape. The illusion ends if the hag takes a bonus action to end it or if she dies. The changes wrought by this effect f",30 ft.,"Arcana +3, Deception +4, Perception +4, Stealth +3",700
grell,3,aberration,Medium,12,55,neutral evil,,15,14,13,12,11,9,"Multiattack. The grell makes two attacks: one with its tentacles and one with its beak.Tentacles. Melee Weapon Attack: +4 to hit, reach 10 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or be poisoned for 1 minute. The poisoned target is paralyzed, and it can repeat the saving throw at the end of each of its turns, ending the ","10 ft., fly 30 ft. (hover)","Perception +4, Stealth +6",700
grick,2,monstrosity,Medium,14,27,neutral,,14,14,11,3,14,5,"Multiattack. The grick makes one attack with its tentacles. If that attack hits, the grick can make one beak attack against the same target.Tentacles. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage.Beak. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.This wormlike monstrosity blends in with the rock of the cavern","30 ft., climb 30 ft.",,450
griffon,2,monstrosity,Large,12,59,unaligned,,18,15,16,2,13,8,"Multiattack. The griffon makes two attacks: one with its beak and one with its claws.Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.A griffon is a ferocious avian carnivore with the muscular body of a lion and the head, forelegs, and wings of an eagle.M","30 ft., fly 80 ft.",Perception +5,450
deep-gnome-svirfneblin,1,humanoid (gnome),Small,15,16,neutral good,,15,14,14,12,10,9,"War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage.Poisoned Dart. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on",20 ft.,"Investigation +3, Perception +2, Stealth +4",100
giant-sea-horse,1,beast,Large,13,16,unaligned,,12,15,11,2,12,5,,"0 ft., swim 40 ft.",,100
guardian-naga,10,monstrosity,Large,18,127,lawful good,,19,18,16,16,19,18,"Bite. Melee Weapon Attack: +8 to hit, reach 10 ft., one creature. Hit: 8 (1d8 + 4) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one.Spit Poison. Ranged Weapon Attack: +8 to hit, range 15/30 ft., one creature. Hit: The target must make a DC 15 Constitution saving throw, taking 45 ",40 ft.,,5900
gynosphinx,11,monstrosity,Large,17,136,lawful neutral,Legendary,18,15,16,18,18,18,"Multiattack. The sphinx makes two claw attacks.Claw. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.Legendary actionsThe sphinx can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The sphinx regains spent legendary actions at the start of its","40 ft., fly 60 ft.","Arcana +12, History +12, Perception +8, Religion +8",7200
half-ogre,1,giant,Large,12,30,any chaotic alignment,,17,10,14,7,9,10,"Battleaxe. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 12 (2d8 + 3) slashing damage, or 14 (2d10 + 3) slashing damage if used with two hands.Javelin. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 10 (2d6 + 3) piercing damage.Monster Manual (BR+)",30 ft.,,200
half-red-dragon-veteran,5,humanoid (human),Medium,18,65,any alignment,,16,13,14,10,11,10,"Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.Heavy Crossbow. Rang",30 ft.,"Athletics +5, Perception +2",1800
harpy,1,monstrosity,Medium,11,38,chaotic evil,,12,13,12,7,10,13,"Multiattack. The harpy makes two attacks: one with its claws and one with its club.Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage.Club. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) bludgeoning damage.Luring Song. The harpy sings a magical melody. Every humanoid and giant within 300 feet of the harpy that can hear the so","20 ft., fly 40 ft.",,200
hawk,0,beast,Tiny,13,1,unaligned,,5,16,8,2,14,6,,"10 ft., fly 60 ft.",Perception +4,10
hell-hound,3,fiend,Medium,15,45,lawful evil,,17,12,14,6,13,6,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 7 (2d6) fire damage.Fire Breath (Recharge 5-6). The hound exhales fire in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 21 (6d6) fire damage on a failed save, or half as much damage on a successful one.Fire-breathing fiends that take the form of powerfu",50 ft.,Perception +5,700
helmed-horror,4,construct,Medium,20,60,neutral,,18,13,16,10,10,10,"Multiattack. The helmed horror makes two longsword attacks.Longsword. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage, or 9 (1d10 + 4) slashing damage if used with two hands.Monster Manual (BR+)","30 ft., fly 30 ft.",Perception +4,1100
hezrou,8,fiend (demon),Large,16,136,chaotic evil,,19,17,20,5,12,13,"Multiattack. The hezrou makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage.Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.Monster Manual (SRD)",30 ft.,,3900
hill-giant,5,giant,Huge,13,105,chaotic evil,,21,8,19,5,9,6,"Multiattack. The giant makes two greatclub attacks.Greatclub. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 18 (3d8 + 5) bludgeoning damage.Rock. Ranged Weapon Attack: +8 to hit, range 60/240 ft., one target. Hit: 21 (3d10 + 5) bludgeoning damage.Hill giants are selfish, dimwitted brutes that hunt and raid in constant search of food. Their skins are tan from lives spent beneath th",40 ft.,Perception +2,1800
hippogriff,1,monstrosity,Large,11,19,unaligned,,17,13,13,2,12,8,"Multiattack. The hippogriff makes two attacks: one with its beak and one with its claws.Beak. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage.Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.A hippogriff is a magical creature possessing the wings and forelimbs of an eagle, the hindquarters of a horse, and a","40 ft., fly 60 ft.",Perception +5,200
reef-manta-ray,1,beast,Large,12,16,unaligned,,13,12,12,1,12,4,,"0 ft., swim 40 ft.",,100
