key,file,score,flags,seconds,peak,rms,clip,tonal_ratio,pitch_stability,dominant_hz,attack_ratio
monsters/dragon_breath,monsters/dragon_breath_04.wav,0,,4.0,0.943,0.1673,0.0,0.0,0.229,172,0.67
monsters/dragon_roar,monsters/dragon_roar_01.wav,1,tonal (à vérifier),4.0,0.943,0.1584,0.0,1.0,0.508,43,86.44
monsters/dragon_roar,monsters/dragon_roar_02.wav,1,tonal (à vérifier),4.0,0.944,0.1381,0.0,0.922,0.314,43,147.65
monsters/dragon_roar,monsters/dragon_roar_03.wav,1,tonal (à vérifier),4.0,0.944,0.1376,0.0,1.0,0.511,43,49.49
monsters/dragon_roar,monsters/dragon_roar_04.wav,1,tonal (à vérifier),4.0,0.944,0.1356,0.0,1.0,0.559,43,207.03
monsters/dragon_roar,monsters/dragon_roar_05.wav,1,tonal (à vérifier),4.0,0.944,0.13,0.0,1.0,0.36,43,125.53
monsters/dragon_wing,monsters/dragon_wing_01.wav,0,,3.0,0.943,0.1074,0.0,0.478,0.609,0,2.76
monsters/dragon_wing,monsters/dragon_wing_02.wav,0,,3.0,0.943,0.1082,0.0,0.476,0.595,0,1.11
monsters/dragon_wing,monsters/dragon_wing_03.wav,1,tonal (à vérifier),3.0,0.943,0.089,0.0,0.587,0.587,0,1.28
monsters/drake,monsters/drake_01.wav,1,pas d'attaque (nappe),2.5,0.943,0.1116,0.0,0.439,0.294,129,0.71
monsters/drake,monsters/drake_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1156,0.0,0.682,0.393,172,0.86
monsters/drake,monsters/drake_03.wav,1,pas d'attaque (nappe),2.5,0.942,0.1025,0.0,0.411,0.299,86,0.82
monsters/elemental_air,monsters/elemental_air_01.wav,0,,3.0,0.943,0.1483,0.0,0.245,0.44,43,6.38
monsters/elemental_air,monsters/elemental_air_02.wav,0,,3.0,0.944,0.1149,0.0,0.365,0.476,43,2.53
monsters/elemental_air,monsters/elemental_air_03.wav,0,,3.0,0.944,0.0842,0.0,0.417,0.49,43,4.4
monsters/elemental_earth,monsters/elemental_earth_01.wav,0,,3.0,0.943,0.0851,0.0,0.195,0.342,86,25.19
monsters/elemental_earth,monsters/elemental_earth_02.wav,0,,3.0,0.944,0.0931,0.0,0.204,0.268,86,28.5
monsters/elemental_earth,monsters/elemental_earth_03.wav,0,,3.0,0.943,0.0903,0.0,0.161,0.321,86,23.15
monsters/elemental_fire,monsters/elemental_fire_01.wav,0,,3.0,0.944,0.0963,0.0,0.0,0.514,86,39.28
monsters/elemental_fire,monsters/elemental_fire_02.wav,0,,3.0,0.944,0.0984,0.0,0.0,0.458,86,64.64
monsters/elemental_fire,monsters/elemental_fire_03.wav,0,,3.0,0.944,0.0773,0.0,0.0,0.656,86,159.38
monsters/elemental_water,monsters/elemental_water_01.wav,0,,3.0,0.944,0.0733,0.0,0.0,0.276,43,4418.29
monsters/elemental_water,monsters/elemental_water_02.wav,0,,3.0,0.944,0.0686,0.0,0.0,0.238,43,54.22
monsters/elemental_water,monsters/elemental_water_03.wav,0,,3.0,0.944,0.0616,0.0,0.0,0.247,43,5155.5
monsters/ghoul,monsters/ghoul_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1544,0.0,0.682,0.621,172,0.68
monsters/ghoul,monsters/ghoul_02.wav,1,pas d'attaque (nappe),2.5,0.944,0.1378,0.0,0.43,0.598,172,0.8
monsters/ghoul,monsters/ghoul_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1786,0.0,0.818,0.575,172,1.03
monsters/giant_rat,monsters/giant_rat_01.wav,0,,2.0,0.944,0.0785,0.0,0.0,0.045,2110,14.4
monsters/giant_rat,monsters/giant_rat_02.wav,0,,2.0,0.944,0.0723,0.0,0.0,0.062,9001,11.48
monsters/giant_rat,monsters/giant_rat_03.wav,0,,2.0,0.944,0.0745,0.0,0.0,0.129,43,21.69
monsters/giant_roar,monsters/giant_roar_01.wav,1,tonal (à vérifier),3.5,0.943,0.2143,0.0,1.0,0.399,129,1.32
monsters/giant_roar,monsters/giant_roar_02.wav,1,tonal (à vérifier),3.5,0.944,0.1956,0.0,1.0,0.334,129,1.03
monsters/giant_roar,monsters/giant_roar_03.wav,1,tonal (à vérifier),3.5,0.944,0.2259,0.0,1.0,0.471,172,0.98
monsters/giant_roar,monsters/giant_roar_04.wav,1,tonal (à vérifier),3.5,0.944,0.2092,0.0,1.0,0.421,172,0.97
monsters/giant_roar,monsters/giant_roar_05.wav,1,tonal (à vérifier),3.5,0.943,0.2429,0.0,1.0,0.437,172,1.2
monsters/gnoll,monsters/gnoll_01.wav,1,tonal (à vérifier),3.0,0.944,0.087,0.0,0.807,0.193,947,5.21
monsters/gnoll,monsters/gnoll_02.wav,1,tonal (à vérifier),3.0,0.944,0.0811,0.0,0.767,0.133,1723,4.34
monsters/gnoll,monsters/gnoll_03.wav,1,tonal (à vérifier),3.0,0.944,0.0845,0.0,0.683,0.117,947,8.02
monsters/goblin_chatter,monsters/goblin_chatter_01.wav,0,,3.0,0.943,0.0631,0.0,0.0,0.119,1077,15.86
monsters/goblin_chatter,monsters/goblin_chatter_02.wav,0,,3.0,0.944,0.0639,0.0,0.197,0.169,991,15.81
monsters/goblin_chatter,monsters/goblin_chatter_03.wav,0,,3.0,0.944,0.0659,0.0,0.0,0.133,1206,19.78
monsters/goblin_chatter,monsters/goblin_chatter_04.wav,0,,3.0,0.944,0.0614,0.0,0.034,0.136,1723,19.08
monsters/harpy,monsters/harpy_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1696,0.0,0.953,0.664,86,1.05
monsters/harpy,monsters/harpy_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1739,0.0,0.986,0.509,86,0.83
monsters/harpy,monsters/harpy_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1611,0.0,0.981,0.64,86,1.29
monsters/horse_neigh,monsters/horse_neigh_01.wav,0,,3.0,0.944,0.1995,0.0,0.107,0.751,0,1.41
monsters/horse_neigh,monsters/horse_neigh_02.wav,0,,3.0,0.944,0.1686,0.0,0.138,0.794,0,2.69
monsters/horse_neigh,monsters/horse_neigh_03.wav,0,,3.0,0.943,0.126,0.0,0.054,0.741,0,2.38
monsters/insect_swarm,monsters/insect_swarm_03.wav,1,tonal (à vérifier),3.5,0.943,0.2072,0.0,1.0,0.333,0,1.16
monsters/insect_swarm,monsters/insect_swarm_04.wav,0,,3.5,0.944,0.1899,0.0,0.361,0.355,301,1.57
monsters/insect_swarm,monsters/insect_swarm_05.wav,1,tonal (à vérifier),3.5,0.943,0.1619,0.0,0.705,0.393,0,1.47
monsters/kobold,monsters/kobold_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1869,0.0,1.0,0.551,172,0.95
monsters/kobold,monsters/kobold_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1302,0.0,0.995,0.617,172,0.99
monsters/kobold,monsters/kobold_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1642,0.0,0.995,0.584,172,0.79
monsters/lich,monsters/lich_01.wav,0,,3.0,0.944,0.0653,0.0,0.0,0.198,129,883.49
monsters/lich,monsters/lich_02.wav,0,,3.0,0.944,0.081,0.0,0.0,0.179,86,3864.81
monsters/lich,monsters/lich_03.wav,0,,3.0,0.944,0.0866,0.0,0.008,0.339,86,3865.81
monsters/mimic,monsters/mimic_01.wav,1,pas d'attaque (nappe),2.5,0.943,0.1403,0.0,0.161,0.578,86,1.28
monsters/mimic,monsters/mimic_02.wav,1,pas d'attaque (nappe),2.5,0.941,0.0885,0.0,0.023,0.542,86,0.79
monsters/mimic,monsters/mimic_03.wav,1,pas d'attaque (nappe),2.5,0.943,0.1039,0.0,0.14,0.486,86,0.72
monsters/minotaur,monsters/minotaur_01.wav,0,,3.0,0.944,0.1197,0.0,0.134,0.395,129,102.84
monsters/minotaur,monsters/minotaur_02.wav,0,,3.0,0.944,0.1493,0.0,0.192,0.558,172,81.18
monsters/minotaur,monsters/minotaur_03.wav,0,,3.0,0.944,0.1417,0.0,0.248,0.481,172,110.55
monsters/monster_bite,monsters/monster_bite_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.1452,0.0,0.078,0.2,0,1.2
monsters/monster_bite,monsters/monster_bite_02.wav,1,pas d'attaque (nappe),1.5,0.944,0.2424,0.0,0.0,0.481,0,1.23
monsters/monster_bite,monsters/monster_bite_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.2004,0.0,0.034,0.207,0,0.52
monsters/monster_bite,monsters/monster_bite_04.wav,1,pas d'attaque (nappe),1.5,0.944,0.3107,0.0,0.08,0.227,0,0.82
monsters/monster_death,monsters/monster_death_01.wav,0,,3.0,0.944,0.0922,0.0,0.006,0.222,172,5.06
monsters/monster_death,monsters/monster_death_02.wav,0,,3.0,0.944,0.1129,0.0,0.006,0.156,172,11.19
monsters/monster_death,monsters/monster_death_03.wav,0,,3.0,0.944,0.1216,0.0,0.0,0.293,129,10.56
monsters/monster_death,monsters/monster_death_04.wav,0,,3.0,0.944,0.116,0.0,0.029,0.131,129,7.95
monsters/monster_death,monsters/monster_death_05.wav,0,,3.0,0.944,0.1359,0.0,0.017,0.166,129,7.44
monsters/mummy,monsters/mummy_01.wav,0,,3.0,0.944,0.0976,0.0,0.0,0.603,0,6.49
monsters/mummy,monsters/mummy_02.wav,0,,3.0,0.944,0.0761,0.0,0.028,0.645,0,11.21
monsters/mummy,monsters/mummy_03.wav,0,,3.0,0.944,0.11,0.0,0.0,0.576,0,12.88
monsters/ogre_grunt,monsters/ogre_grunt_01.wav,1,tonal (à vérifier),2.0,0.944,0.1523,0.0,0.736,0.341,172,43.75
monsters/ogre_grunt,monsters/ogre_grunt_02.wav,1,tonal (à vérifier),2.0,0.944,0.1039,0.0,0.837,0.593,172,195.72
monsters/ogre_grunt,monsters/ogre_grunt_03.wav,1,tonal (à vérifier),2.0,0.944,0.1141,0.0,0.7,0.333,172,100.61
monsters/ogre_grunt,monsters/ogre_grunt_04.wav,1,tonal (à vérifier),2.0,0.943,0.0843,0.0,0.557,0.443,172,208.15
monsters/orc,monsters/orc_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1175,0.0,1.0,0.238,172,0.65
monsters/orc,monsters/orc_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1563,0.0,0.977,0.28,129,1.17
monsters/orc,monsters/orc_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1052,0.0,0.991,0.318,172,1.44
monsters/shade_ghost,monsters/shade_ghost_01.wav,1,tonal (à vérifier),3.5,0.942,0.1992,0.0,0.834,0.463,43,1.35
monsters/shade_ghost,monsters/shade_ghost_02.wav,1,tonal (à vérifier),3.5,0.943,0.213,0.0,0.951,0.476,0,2.21
monsters/shade_ghost,monsters/shade_ghost_03.wav,1,tonal (à vérifier),3.5,0.944,0.1823,0.0,0.775,0.46,43,1.67
monsters/shade_ghost,monsters/shade_ghost_04.wav,1,tonal (à vérifier),3.5,0.944,0.2213,0.0,0.598,0.523,43,0.93
monsters/shade_ghost,monsters/shade_ghost_05.wav,1,tonal (à vérifier),3.5,0.941,0.2072,0.0,0.997,0.468,0,1.93
monsters/skeleton_rattle,monsters/skeleton_rattle_01.wav,1,pas d'attaque (nappe),2.5,0.944,0.0945,0.0,0.005,0.263,86,1.13
monsters/skeleton_rattle,monsters/skeleton_rattle_02.wav,1,pas d'attaque (nappe),2.5,0.935,0.1123,0.0,0.0,0.327,86,1.01
monsters/skeleton_rattle,monsters/skeleton_rattle_03.wav,1,pas d'attaque (nappe),2.5,0.941,0.0869,0.0,0.005,0.268,86,0.57
monsters/skeleton_rattle,monsters/skeleton_rattle_04.wav,1,pas d'attaque (nappe),2.5,0.943,0.0822,0.0,0.0,0.33,86,1.32
monsters/slime_squish,monsters/slime_squish_01.wav,1,pas d'attaque (nappe),2.5,0.939,0.1121,0.0,0.009,0.266,172,0.61
monsters/slime_squish,monsters/slime_squish_02.wav,1,pas d'attaque (nappe),2.5,0.943,0.123,0.0,0.051,0.322,86,1.35
monsters/slime_squish,monsters/slime_squish_03.wav,1,pas d'attaque (nappe),2.5,0.942,0.091,0.0,0.043,0.293,86,1.13
monsters/slime_squish,monsters/slime_squish_04.wav,1,pas d'attaque (nappe),2.5,0.94,0.13,0.0,0.079,0.341,86,1.33
monsters/snake_hiss,monsters/snake_hiss_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.942,0.2077,0.0,1.0,0.383,86,0.94
monsters/snake_hiss,monsters/snake_hiss_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.2125,0.0,0.981,0.416,86,0.95
monsters/snake_hiss,monsters/snake_hiss_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1996,0.0,1.0,0.402,172,1.4
monsters/spider_skitter,monsters/spider_skitter_01.wav,1,pas d'attaque (nappe),2.5,0.943,0.089,0.0,0.059,0.309,86,1.2
monsters/spider_skitter,monsters/spider_skitter_02.wav,1,pas d'attaque (nappe),2.5,0.939,0.0728,0.0,0.174,0.216,129,0.95
monsters/spider_skitter,monsters/spider_skitter_03.wav,1,pas d'attaque (nappe),2.5,0.944,0.0765,0.0,0.043,0.374,86,0.75
monsters/spider_skitter,monsters/spider_skitter_04.wav,1,pas d'attaque (nappe),2.5,0.942,0.0803,0.0,0.08,0.427,86,1.21
monsters/troll,monsters/troll_01.wav,1,tonal (à vérifier),3.5,0.944,0.2124,0.0,1.0,0.692,86,1.4
monsters/troll,monsters/troll_02.wav,1,tonal (à vérifier),3.5,0.944,0.2439,0.0,1.0,0.721,86,1.17
monsters/troll,monsters/troll_03.wav,1,tonal (à vérifier),3.5,0.944,0.2349,0.0,1.0,0.644,86,1.4
monsters/undead_moan,monsters/undead_moan_01.wav,0,,3.0,0.944,0.1552,0.0,0.007,0.227,172,89.53
monsters/undead_moan,monsters/undead_moan_02.wav,0,,3.0,0.944,0.1536,0.0,0.0,0.167,86,86.16
monsters/undead_moan,monsters/undead_moan_03.wav,0,,3.0,0.944,0.127,0.0,0.007,0.146,345,36.61
monsters/undead_moan,monsters/undead_moan_04.wav,0,,3.0,0.944,0.1619,0.0,0.052,0.136,646,52.92
monsters/vampire,monsters/vampire_01.wav,1,pas d'attaque (nappe),2.5,0.944,0.1026,0.0,0.453,0.486,172,1.2
monsters/vampire,monsters/vampire_02.wav,1,pas d'attaque (nappe),2.5,0.941,0.126,0.0,0.542,0.528,172,0.75
monsters/vampire,monsters/vampire_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1158,0.0,0.71,0.477,172,0.68
monsters/werewolf,monsters/werewolf_01.wav,0,,3.0,0.944,0.1263,0.0,0.015,0.421,129,1523.86
monsters/werewolf,monsters/werewolf_02.wav,0,,3.0,0.944,0.1376,0.0,0.036,0.299,129,2030.07
monsters/werewolf,monsters/werewolf_03.wav,0,,3.0,0.944,0.1138,0.0,0.007,0.326,129,2002.58
monsters/wight,monsters/wight_01.wav,0,,3.0,0.944,0.1419,0.0,0.07,0.435,172,1451.97
monsters/wight,monsters/wight_02.wav,0,,3.0,0.944,0.1398,0.0,0.107,0.339,172,196.97
monsters/wight,monsters/wight_03.wav,0,,3.0,0.944,0.1148,0.0,0.025,0.311,172,2099.13
monsters/wolf_howl,monsters/wolf_howl_01.wav,0,,4.0,0.944,0.2274,0.0,0.105,0.229,732,18.97
monsters/wolf_howl,monsters/wolf_howl_02.wav,0,,4.0,0.944,0.1639,0.0,0.269,0.238,689,33.64
monsters/wolf_howl,monsters/wolf_howl_03.wav,0,,4.0,0.944,0.1985,0.0,0.205,0.308,689,24.68
monsters/wolf_howl,monsters/wolf_howl_04.wav,0,,4.0,0.944,0.2137,0.0,0.16,0.198,689,22.83
monsters/zombie,monsters/zombie_01.wav,0,,3.0,0.944,0.0744,0.0,0.25,0.204,474,21.75
monsters/zombie,monsters/zombie_02.wav,0,,3.0,0.944,0.0831,0.0,0.284,0.239,431,217.22
monsters/zombie,monsters/zombie_03.wav,0,,3.0,0.944,0.0797,0.0,0.193,0.132,301,240.6
ui/click,ui/click_01.wav,0,,1.0,0.944,0.0625,0.0,0.0,0.4,1335,997.61
ui/click,ui/click_02.wav,0,,1.0,0.943,0.059,0.0,0.0,0.636,1335,1236.22
ui/click,ui/click_03.wav,0,,1.0,0.944,0.0559,0.0,0.0,0.222,775,687.19
ui/click,ui/click_04.wav,0,,1.0,0.944,0.0532,0.0,0.071,0.786,1335,1316.0
ui/close_panel,ui/close_panel_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.2388,0.0,0.0,0.118,172,0.37
ui/close_panel,ui/close_panel_02.wav,1,pas d'attaque (nappe),1.5,0.939,0.1936,0.0,0.047,0.195,431,0.83
ui/close_panel,ui/close_panel_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.2901,0.0,0.0,0.154,2929,0.35
ui/confirm,ui/confirm_01.wav,1,pas d'attaque (nappe),1.5,0.894,0.2122,0.0,0.055,0.352,431,1.14
ui/confirm,ui/confirm_02.wav,1,pas d'attaque (nappe),1.5,0.905,0.2258,0.0,0.008,0.344,431,1.41
ui/confirm,ui/confirm_03.wav,1,pas d'attaque (nappe),1.5,0.885,0.2014,0.0,0.016,0.352,431,1.29
ui/confirm,ui/confirm_04.wav,1,pas d'attaque (nappe),1.5,0.927,0.2523,0.0,0.031,0.352,431,1.0
ui/error,ui/error_01.wav,0,,1.0,0.944,0.1149,0.0,0.0,0.385,172,1994.71
ui/error,ui/error_02.wav,0,,1.0,0.944,0.1082,0.0,0.077,0.615,215,1586.21
ui/error,ui/error_03.wav,0,,1.0,0.944,0.1099,0.0,0.0,0.357,0,1671.81
ui/hover,ui/hover_01.wav,0,,1.0,0.943,0.0286,0.0,0.0,0.5,1981,256.46
ui/hover,ui/hover_02.wav,0,,1.0,0.944,0.0357,0.0,0.0,0.5,3531,131.05
ui/hover,ui/hover_03.wav,0,,1.0,0.943,0.0424,0.0,0.0,0.4,2067,238.71
ui/open_panel,ui/open_panel_01.wav,0,,1.5,0.944,0.4116,0.0,0.0,0.138,43,2.17
ui/open_panel,ui/open_panel_02.wav,1,pas d'attaque (nappe),1.5,0.944,0.224,0.0,0.0,0.19,0,0.29
ui/open_panel,ui/open_panel_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.409,0.0,0.0,0.224,0,0.33
